,Date,username,Sentiment,Poll,Start Date,End Date,Sample,MoE,Biden (D),Trump (R),Spread
20,2020-02-26,kooswilt,0.0,FOX NewsFOX News,2020-02-23,2/26/20,1000 RV,3,49.0,41.0,Biden +8
21,2020-02-26,nygovcuomo,0.059000000000000004,FOX NewsFOX News,2020-02-23,2/26/20,1000 RV,3,49.0,41.0,Biden +8
22,2020-02-26,nygovcuomo,0.068,FOX NewsFOX News,2020-02-23,2/26/20,1000 RV,3,49.0,41.0,Biden +8
23,2020-02-26,nygovcuomo,0.0,FOX NewsFOX News,2020-02-23,2/26/20,1000 RV,3,49.0,41.0,Biden +8
24,2020-02-26,nygovcuomo,0.059000000000000004,FOX NewsFOX News,2020-02-23,2/26/20,1000 RV,3,49.0,41.0,Biden +8
25,2020-02-26,nygovcuomo,0.068,FOX NewsFOX News,2020-02-23,2/26/20,1000 RV,3,49.0,41.0,Biden +8
26,2020-02-26,nygovcuomo,0.0,FOX NewsFOX News,2020-02-23,2/26/20,1000 RV,3,49.0,41.0,Biden +8
27,2020-02-27,benni1028,0.04,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
28,2020-02-27,tinatomblin,0.7,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
29,2020-02-28,jmc321qwe,-0.045,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
30,2020-02-28,braintappedtech,0.41700000000000004,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
31,2020-02-28,bsmartnotbest,-0.2,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
32,2020-02-28,willfree,0.35,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
33,2020-02-28,bsmartnotbest,-0.2,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
34,2020-02-29,monstergooder,0.25,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
35,2020-02-29,diamondsnjeans,0.35,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
36,2020-02-29,cdespinosa,0.0,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
37,2020-02-29,aarp,-0.3,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
38,2020-02-29,washingtonpost,-0.33299999999999996,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
39,2020-02-29,washingtonpost,-0.33299999999999996,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
40,2020-03-01,interstateustor,-0.18600000000000003,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
41,2020-03-01,titivalk,0.0,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
42,2020-03-01,rushmoreliberty,0.28800000000000003,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
43,2020-03-01,mycrittersmom,-0.083,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
44,2020-03-01,kid_prairie,0.35,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
45,2020-03-01,jimbishopbbrain,0.1,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
46,2020-03-01,jimbishopbbrain,0.1,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
47,2020-03-01,nygovcuomo,0.16899999999999998,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
48,2020-03-01,nygovcuomo,0.16899999999999998,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
49,2020-03-02,myjamaicatoday,0.175,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
50,2020-03-02,insuremytrip,0.257,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
51,2020-03-02,nzmorningreport,0.267,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
52,2020-03-02,muhammadalampti,0.4,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
53,2020-03-02,mansiesq,0.068,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
54,2020-03-02,rurallefty,-0.006,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
55,2020-03-02,muhammadalampti,0.4,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
56,2020-03-02,nygovcuomo,0.045,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
57,2020-03-02,nygovcuomo,0.136,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
58,2020-03-02,nygovcuomo,0.318,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
59,2020-03-02,nygovcuomo,0.667,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
60,2020-03-02,nygovcuomo,0.0,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
61,2020-03-02,washingtonpost,0.225,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
62,2020-03-02,washingtonpost,-0.063,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
63,2020-03-02,washingtonpost,0.033,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
64,2020-03-02,nygovcuomo,0.045,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
65,2020-03-02,nygovcuomo,0.136,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
66,2020-03-02,nygovcuomo,0.318,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
67,2020-03-02,nygovcuomo,0.667,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
68,2020-03-02,nygovcuomo,0.0,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
69,2020-03-02,washingtonpost,0.225,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
70,2020-03-02,washingtonpost,-0.063,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
71,2020-03-02,washingtonpost,0.033,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
72,2020-03-03,sjredmond,0.0,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
73,2020-03-03,gfm247,0.256,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
74,2020-03-03,aacrao,0.0,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
75,2020-03-03,houstonhealth,0.0,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
76,2020-03-03,judith15257024,-0.45,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
77,2020-03-04,bunyan_baby,-0.125,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
78,2020-03-04,crc4d,0.004,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
79,2020-03-04,bgmacneill,-0.038,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
80,2020-03-04,23abcnews,0.217,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
81,2020-03-04,monsieurchase,-0.028999999999999998,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
82,2020-03-04,iam_k_man,0.025,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
83,2020-03-04,jamesrogerdavis,0.42700000000000005,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
84,2020-03-04,nygovcuomo,0.14300000000000002,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
85,2020-03-04,nygovcuomo,-0.013000000000000001,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
86,2020-03-04,nygovcuomo,0.168,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
87,2020-03-04,nygovcuomo,0.14300000000000002,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
88,2020-03-04,nygovcuomo,-0.013000000000000001,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
89,2020-03-04,nygovcuomo,0.168,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
90,2020-03-05,sofialouiser,0.26899999999999996,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
91,2020-03-05,narniaexpert,0.168,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
92,2020-03-05,patriciallynn,0.05,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
93,2020-03-05,gingerventures,0.092,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
94,2020-03-05,achygiene,0.172,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
95,2020-03-05,milhist_lee,0.228,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
96,2020-03-05,fox13,0.217,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
97,2020-03-05,patriciallynn,0.05,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
98,2020-03-05,nygovcuomo,0.018000000000000002,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
99,2020-03-05,nygovcuomo,0.1,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
100,2020-03-05,washingtonpost,0.0,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
101,2020-03-05,washingtonpost,0.258,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
102,2020-03-05,washingtonpost,0.083,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
103,2020-03-05,nygovcuomo,0.018000000000000002,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
104,2020-03-05,nygovcuomo,0.1,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
105,2020-03-05,washingtonpost,0.0,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
106,2020-03-05,washingtonpost,0.258,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
107,2020-03-05,washingtonpost,0.083,Harvard-HarrisHarris,2020-02-26,2/26/20,2592 RV,--,55.0,45.0,Biden +10
108,2020-03-06,billmorill,0.0,CNNCNN,2020-03-04,3/7/20,1084 RV,3.5,53.0,43.0,Biden +10
109,2020-03-06,michaelcoyne,0.0,CNNCNN,2020-03-04,3/7/20,1084 RV,3.5,53.0,43.0,Biden +10
110,2020-03-06,justjhair,0.0,CNNCNN,2020-03-04,3/7/20,1084 RV,3.5,53.0,43.0,Biden +10
111,2020-03-06,tishaespn,0.0,CNNCNN,2020-03-04,3/7/20,1084 RV,3.5,53.0,43.0,Biden +10
112,2020-03-06,ronthediego,0.268,CNNCNN,2020-03-04,3/7/20,1084 RV,3.5,53.0,43.0,Biden +10
113,2020-03-06,alecdietz,0.0,CNNCNN,2020-03-04,3/7/20,1084 RV,3.5,53.0,43.0,Biden +10
114,2020-03-06,goodmanhoops,0.0,CNNCNN,2020-03-04,3/7/20,1084 RV,3.5,53.0,43.0,Biden +10
115,2020-03-06,brucefeldmancfb,0.0,CNNCNN,2020-03-04,3/7/20,1084 RV,3.5,53.0,43.0,Biden +10
116,2020-03-06,bykellycohen,0.0,CNNCNN,2020-03-04,3/7/20,1084 RV,3.5,53.0,43.0,Biden +10
117,2020-03-06,jgolden5,0.0,CNNCNN,2020-03-04,3/7/20,1084 RV,3.5,53.0,43.0,Biden +10
118,2020-03-06,osmattmurschel,0.0,CNNCNN,2020-03-04,3/7/20,1084 RV,3.5,53.0,43.0,Biden +10
119,2020-03-06,azorinfo,-1.0,CNNCNN,2020-03-04,3/7/20,1084 RV,3.5,53.0,43.0,Biden +10
120,2020-03-06,scorpsistah,0.314,CNNCNN,2020-03-04,3/7/20,1084 RV,3.5,53.0,43.0,Biden +10
121,2020-03-06,august72027fits,-0.052000000000000005,CNNCNN,2020-03-04,3/7/20,1084 RV,3.5,53.0,43.0,Biden +10
122,2020-03-06,kwooleyy,-0.25,CNNCNN,2020-03-04,3/7/20,1084 RV,3.5,53.0,43.0,Biden +10
123,2020-03-06,nygovcuomo,0.128,CNNCNN,2020-03-04,3/7/20,1084 RV,3.5,53.0,43.0,Biden +10
124,2020-03-06,nygovcuomo,0.35,CNNCNN,2020-03-04,3/7/20,1084 RV,3.5,53.0,43.0,Biden +10
125,2020-03-06,washingtonpost,0.22699999999999998,CNNCNN,2020-03-04,3/7/20,1084 RV,3.5,53.0,43.0,Biden +10
126,2020-03-06,nygovcuomo,0.128,CNNCNN,2020-03-04,3/7/20,1084 RV,3.5,53.0,43.0,Biden +10
127,2020-03-06,nygovcuomo,0.35,CNNCNN,2020-03-04,3/7/20,1084 RV,3.5,53.0,43.0,Biden +10
128,2020-03-06,washingtonpost,0.22699999999999998,CNNCNN,2020-03-04,3/7/20,1084 RV,3.5,53.0,43.0,Biden +10
129,2020-03-07,drnicolearcy,-0.125,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
130,2020-03-07,bryanr_ca,-0.1,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
131,2020-03-07,byronkhaliltv,0.039,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
132,2020-03-07,cakeordeathc29,-0.505,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
133,2020-03-07,butchkaplan,0.157,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
134,2020-03-07,newschannelnine,0.039,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
135,2020-03-07,ktvotv,0.039,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
136,2020-03-07,nygovcuomo,0.258,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
137,2020-03-07,nygovcuomo,0.258,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
138,2020-03-07,nytimes,-0.213,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
139,2020-03-08,steveboller,-0.171,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
140,2020-03-08,sarahburnes,-0.171,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
141,2020-03-08,donlbe,-0.171,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
142,2020-03-08,that_geekygirl_,-0.171,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
143,2020-03-08,philipcardella,-0.35700000000000004,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
144,2020-03-08,newblackman,-0.171,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
145,2020-03-08,brutumf,0.25,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
146,2020-03-08,edourdoo,-0.171,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
147,2020-03-08,craigcolfelt,-0.171,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
148,2020-03-08,saribotton,-0.171,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
149,2020-03-08,jeffreygoldberg,-0.028999999999999998,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
150,2020-03-08,montepaulsen,-0.171,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
151,2020-03-08,steve_daniels3,-0.171,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
152,2020-03-08,emilyraboteau,-0.171,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
153,2020-03-08,fracturedhegem1,-0.171,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
154,2020-03-08,warner_gm,0.071,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
155,2020-03-08,greendig,-0.171,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
156,2020-03-08,nautilusresist,-0.05,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
157,2020-03-08,jdbatts79,-0.171,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
158,2020-03-08,hallieworkman,-0.171,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
159,2020-03-08,izabelakaramia,-0.152,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
160,2020-03-08,sabrinafbazile,-0.171,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
161,2020-03-08,dgargill,-0.171,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
162,2020-03-08,haunchy_bones,-0.171,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
163,2020-03-08,xwke5,0.031,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
164,2020-03-08,starsandstripes,-0.042,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
165,2020-03-08,usforceskorea,0.031,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
166,2020-03-08,truthseeker294,0.16399999999999998,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
167,2020-03-08,nautilusresist,-0.05,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
168,2020-03-08,nygovcuomo,0.23800000000000002,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
169,2020-03-08,nygovcuomo,0.23800000000000002,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
170,2020-03-09,jarlq,-0.171,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
171,2020-03-09,incogneattow,0.0,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
172,2020-03-09,needham_youth,-0.008,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
173,2020-03-09,sheepdog1787,0.11800000000000001,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
174,2020-03-09,sbeinla,-0.171,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
175,2020-03-09,cbandbr,0.33,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
176,2020-03-09,tanyaavila20,0.1,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
177,2020-03-09,katesvt,-0.171,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
178,2020-03-09,politics1com,0.281,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
179,2020-03-09,frankjordandale,-0.171,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
180,2020-03-09,jacktoy,-0.171,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
181,2020-03-09,rodtownsend,-0.171,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
182,2020-03-09,mourning_star85,0.15,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
183,2020-03-09,politicususa,0.0,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
184,2020-03-09,mog7546,-0.5,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
185,2020-03-09,thelast_try,-0.171,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
186,2020-03-09,zencimusa_,0.11699999999999999,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
187,2020-03-09,zencimusa_,0.11699999999999999,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
188,2020-03-09,hikudev,-0.171,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
189,2020-03-09,heymanisaac,-0.079,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
190,2020-03-09,melindamarble,-0.171,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
191,2020-03-09,mcbcmcbcm,-0.171,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
192,2020-03-09,randomutfan,-0.171,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
193,2020-03-09,taniagailphotos,0.038,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
194,2020-03-09,nobody_special1,-0.171,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
195,2020-03-09,incogneattow,0.0,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
196,2020-03-09,nygovcuomo,0.1,QuinnipiacQuinnipiac,2020-03-05,3/8/20,1261 RV,2.8,52.0,41.0,Biden +11
